# 一簡
一	y
岸	xfia
黯	xfiao
黯	xfiaov
岸	xfiavu
銨	xfio
盦	xfioi
盦	xfioia
銨	xfiooo
揞	xfiu
按	xfiuoo
揞	xfiuov
俺	xfiv
俺	xfivuo
案	xfo
諳	xfoa
諳	xfoaov
詻	xfoau
詻	xfoaua
暗	xfoi
闇	xfoio
暗	xfoiov
闇	xfoiov
安	xfooau
案	xfoovv
庵	xfov
唵	xfovu
唵	xfovuo
庵	xfovvu
氨	xfu
犴	xfua
鮟	xfuao
鮟	xfuaoo
犴	xfuavv
胺	xfuo
腭	xfuoo
胺	xfuooa
腭	xfuoov
腌	xfuv
氨	xfuvoo
腌	xfuvuo
鞍	xfv
鞍	xfvioo
桉	xfvo
垵	xfvoo
桉	xfvooa
垵	xfvooo
垵	xfvov
垵	xfvovu
埯	xfvovu
埯	xfvovu
鵪	xfvu
鵪	xfvuui
矸	xfvuv
矸	xfvuvv
行	xg
姓	xga
絎	xgaa
絎	xgaauu
陘	xgai
陘	xgaiva
婞	xgau
姓	xgauuv
娙	xgauv
娙	xgauva
婞	xgauvo
省	xgi
興	xgia
興	xgiauo
荇	xgii
荇	xgiiuu
鉶	xgio
餳	xgioo
餳	xgiooi
鈃	xgiov
鈃	xgiovv
鉶	xgiovv
擤	xgiu
省	xgiuia
擤	xgiuui
倖	xgiv
騂	xgivo
倖	xgivoo
騂	xgivov
性	xgo
星	xgoi
星	xgoiuv
惺	xgoo
惺	xgoooi
性	xgoouv
悻	xgoov
悻	xgoovo
煋	xgou
滎	xgoua
滎	xgouaa
煋	xgouoi
腥	xgu
猩	xgua
猩	xguaoi
腥	xguoiu
行	xguuvv
形	xgv
醒	xgvi
醒	xgvioi
幸	xgvo
杏	xgvoo
杏	xgvoo
幸	xgvoou
馨	xgvou
馨	xgvouv
硎	xgvu
硎	xgvuvv
型	xgvv
邢	xgvva
邢	xgvvai
刑	xgvvi
刑	xgvvii
瑆	xgvvo
瑆	xgvvoi
形	xgvvuu
型	xgvvvo
學	xh
隘	xha
隑	xhai
隑	xhaiia
隘	xhaiou
欸	xhao
欸	xhaoua
嬡	xhau
嬡	xhauuo
彐	xhav
屑	xhavi
屑	xhavio
彐	xhavvv
艾	xhi
獃	xhia
獃	xhiavu
薛	xhii
藹	xhiio
藹	xhiioa
茓	xhiioo
茓	xhiioo
薛	xhiiui
艾	xhiiuo
削	xhio
削	xhioii
鎄	xhioo
鎄	xhioov
挨	xhiu
挨	xhiuao
踅	xhiuo
踅	xhiuoi
捱	xhiuv
捱	xhiuvu
哀	xho
唉	xhoa
誒	xhoaa
誒	xhoaao
謔	xhoai
謔	xhoaiv
唉	xhoaou
哎	xhoi
哎	xhoiiu
曖	xhoiu
曖	xhoiuo
噱	xhoiv
噱	xhoiva
穴	xhoo
嗌	xhoou
穸	xhooua
穸	xhooua
穴	xhoouo
嗌	xhoouv
噯	xhou
噯	xhouoo
癌	xhov
嚯	xhovi
嚯	xhovia
癌	xhovoo
哀	xhovou
呆	xhovv
呆	xhovv
愛	xhu
鱈	xhua
鱈	xhuavo
血	xhui
血	xhuiai
皚	xhuii
皚	xhuiia
澩	xhuo
澩	xhuoaa
學	xhuoai
嶨	xhuoi
嶨	xhuoia
愛	xhuooa
矮	xhuv
矮	xhuvuv
雪	xhv
靴	xhvi
靴	xhviiu
埃	xhvo
毐	xhvoa
毐	xhvoaa
埃	xhvoao
雪	xhvoav
靄	xhvoo
靄	xhvooa
靉	xhvou
靉	xhvouo
礙	xhvu
砹	xhvui
砹	xhvuii
礙	xhvuva
璦	xhvv
璦	xhvvuo
而	xj
洱	xja
陑	xjai
陑	xjaivu
洱	xjavii
鉺	xji
峏	xjia
峏	xjiavu
餌	xjio
鉺	xjiovi
餌	xjiovi
佴	xjiv
佴	xjivii
咡	xjo
咡	xjovii
兒	xju
鮞	xjua
兒	xjuaa
鮞	xjuavu
耳	xjv
耳	xjviiv
爾	xjvu
而	xjvuia
邇	xjvuo
邇	xjvuoa
爾	xjvuoi
耏	xjvuu
鴯	xjvuui
鴯	xjvuui
耏	xjvuuu
二	xjvv
貳	xjvva
貳	xjvvao
二	xjvvv
珥	xjvvv
珥	xjvvvi
西	xk
細	xka
綌	xkaa
細	xkaaia
綌	xkaauo
隙	xkai
隙	xkaiiu
隰	xkaio
隰	xkaioi
習	xkao
枲	xkaoo
枲	xkaoov
習	xkaoui
洗	xkau
汐	xkaua
汐	xkauao
潟	xkaui
潟	xkauiv
溪	xkauo
溪	xkauoo
浠	xkauov
浠	xkauov
媳	xkauu
媳	xkauui
嬉	xkauv
洗	xkauvi
嬉	xkauvo
犀	xkav
屓	xkava
屓	xkavao
犀	xkavao
淅	xkavu
屣	xkavuu
屣	xkavuu
淅	xkavuu
係	xki
螅	xkia
嶍	xkiaa
酅	xkiaai
酅	xkiaai
嶍	xkiaao
巇	xkiai
巇	xkiaiv
蟋	xkiau
螅	xkiaui
睎	xkiauo
睎	xkiauo
蟋	xkiauo
蜥	xkiav
畦	xkiavo
畦	xkiavo
蜥	xkiavu
茜	xkii
葸	xkiii
葸	xkiiia
蓆	xkiio
蓆	xkiiov
蓰	xkiiu
蓰	xkiiuu
菥	xkiiv
萋	xkiiva
萋	xkiiva
茜	xkiivi
菥	xkiivu
錫	xkio
餏	xkioo
錫	xkiooi
餏	xkioov
餼	xkiou
銑	xkiouv
銑	xkiouv
餼	xkiouv
𨭎	xkiov
𨭎	xkiovo
攜	xkiu
係	xkiuaa
攜	xkiuia
俙	xkiuo
傒	xkiuoo
傒	xkiuoo
俙	xkiuov
僖	xkiv
翕	xkiva
翕	xkivao
僖	xkivoo
歙	xkivu
歙	xkivua
鬩	xkivui
鬩	xkivui
騱	xkivuo
騱	xkivuo
戲	xkivv
戲	xkivva
席	xko
禧	xkoa
裼	xkoao
裼	xkoaoi
	xkoau
	xkoauu
禊	xkoav
禧	xkoavo
禊	xkoavv
晰	xkoi
曦	xkoio
曦	xkoiou
蹊	xkoiu
晞	xkoiuo
晞	xkoiuo
蹊	xkoiuo
暿	xkoiv
暿	xkoivo
晰	xkoivu
惜	xkoo
穸	xkoou
穸	xkooua
愾	xkoouv
愾	xkoouv
窸	xkoouv
窸	xkoouv
恓	xkoov
恓	xkoovi
惜	xkoovi
吸	xkou
吸	xkouao
熻	xkoui
熻	xkouiv
爔	xkouo
爔	xkouou
唏	xkouov
唏	xkouov
熄	xkouu
熄	xkouui
烯	xkouuo
烯	xkouuo
羲	xkouuv
羲	xkouuv
粞	xkouv
粞	xkouvi
襲	xkov
𠅤	xkovi
席	xkovia
𠅤	xkovia
嘻	xkovo
嘻	xkovoo
襲	xkovov
系	xku
鰼	xkua
臘	xkuaa
臘	xkuaaa
鰼	xkuaao
觿	xkuai
觿	xkuaia
鰓	xkuaia
鰓	xkuaia
系	xkuaiu
夕	xkuao
夕	xkuaoo
鱚	xkuav
鱚	xkuavo
息	xkui
息	xkuioa
舄	xkuiu
舄	xkuiua
鼷	xkuiuo
鼷	xkuiuo
希	xkuo
奚	xkuoa
奚	xkuoaa
郄	xkuoai
郄	xkuoai
郗	xkuoai
郗	xkuoai
郤	xkuoai
郤	xkuoai
悉	xkuoo
悉	xkuooa
欷	xkuou
欷	xkuoua
谿	xkuouo
谿	xkuouo
兮	xkuov
兮	xkuova
希	xkuovu
徙	xkuu
徙	xkuuiv
肸	xkuuo
肸	xkuuou
舾	xkuuv
舾	xkuuvi
稀	xkuv
膝	xkuvi
膝	xkuvia
犧	xkuvo
憩	xkuvoa
憩	xkuvoa
犧	xkuvou
稀	xkuvuo
繫	xkv
樨	xkva
匚	xkvaa
匚	xkvaa
樨	xkvavu
昔	xkvi
繫	xkviaa
西	xkviau
覡	xkvii
覡	xkviia
熙	xkvio
昔	xkvioi
熙	xkvioo
醯	xkviv
醯	xkviva
喜	xkvo
墀	xkvoa
墀	xkvoav
憙	xkvoo
憙	xkvooa
喜	xkvooo
熹	xkvooo
熹	xkvooo
囍	xkvov
囍	xkvovo
析	xkvu
檄	xkvui
檄	xkvuia
皙	xkvuu
矽	xkvuua
矽	xkvuua
皙	xkvuui
豨	xkvuuo
豨	xkvuuo
析	xkvuuv
硒	xkvuv
硒	xkvuvi
璽	xkvuvv
璽	xkvuvv
棲	xkvv
棲	xkvvav
栖	xkvvi
栖	xkvvia
釐	xkvvv
釐	xkvvvu
哦	xl
續	xla
緒	xlaa
湑	xlaai
湑	xlaaiv
緒	xlaauo
續	xlaavo
胥	xlai
胥	xlaiuu
漵	xlaiv
漵	xlaivv
滸	xlao
滸	xlaoau
矞	xlaoi
矞	xlaoia
婿	xlau
絮	xlaua
絮	xlauaa
婿	xlauai
洫	xlaui
洫	xlauia
虛	xli
勖	xlia
勖	xliaau
冔	xliao
冔	xliaov
盱	xliav
盱	xliavv
蓄	xlii
蓿	xliio
蓿	xliioo
蓄	xliiov
敘	xliv
敘	xlivao
虛	xlivii
鬚	xlivu
鬚	xlivuu
許	xlo
喔	xloa
詡	xloaa
諝	xloaai
諝	xloaai
詡	xloaao
許	xloauv
訏	xloav
喔	xloavu
訏	xloavv
噓	xloi
嚄	xloii
嚄	xloiii
煦	xloio
煦	xloioo
昫	xloiu
昫	xloiua
旴	xloiv
噓	xloiva
咻	xloivv
咻	xloivv
旴	xloivv
恤	xloo
恤	xlooui
噢	xlou
糈	xloua
糈	xlouai
噢	xlouia
欻	xlouu
欻	xlouua
馘	xlouv
哦	xlouvi
馘	xlouvo
序	xlov
序	xlovao
畜	xlovi
畜	xlovia
吁	xlovv
吁	xlovvi
須	xlu
旭	xlua
旮	xluao
旭	xluaoi
旮	xluaoi
魆	xlui
魆	xluiva
徐	xluu
嬃	xluua
肷	xluuai
肷	xluuai
嬃	xluuau
徐	xluuiv
須	xluuvu
需	xlv
栩	xlva
栩	xlvaov
樨	xlvav
樨	xlvavu
酗	xlvi
醑	xlvia
醑	xlviai
酗	xlviuo
墟	xlvo
墟	xlvoiv
垿	xlvoo
垿	xlvoov
圩	xlvov
需	xlvovu
圩	xlvovv
戌	xlvu
戌	xlvuvv
頊	xlvv
珝	xlvva
珝	xlvvao
砉	xlvvv
砉	xlvvvu
頊	xlvvvu
先	xm
線	xma
纖	xmaa
纖	xmaaii
絃	xmaao
絃	xmaaov
綖	xmaau
綖	xmaaui
線	xmaaui
限	xmai
限	xmaiav
險	xmaii
險	xmaiiv
陷	xmaiu
陷	xmaiua
泫	xmao
泫	xmaova
嫌	xmau
涎	xmaui
孅	xmauii
孅	xmauii
涎	xmauiv
嫻	xmauo
嫺	xmauoi
嫺	xmauoi
嫻	xmauoi
嫌	xmauou
洗	xmauv
洗	xmauvi
弦	xmav
弦	xmavov
縣	xmi
峴	xmia
蜆	xmiai
峴	xmiaia
睍	xmiaia
睍	xmiaia
蜆	xmiaia
嶮	xmiaiv
嶮	xmiaiv
見	xmiau
盷	xmiaua
盷	xmiaua
縣	xmiaua
見	xmiaua
仙	xmii
仙	xmiiai
莧	xmiii
莧	xmiiia
薟	xmiiiv
薟	xmiiiv
蘚	xmiiu
萏	xmiiua
萏	xmiiua
蘚	xmiiua
錟	xmio
鉉	xmioo
錟	xmioou
鉉	xmioov
餡	xmiou
餡	xmioua
鍁	xmiouu
鍁	xmiouu
銑	xmiouv
銑	xmiouv
伭	xmiov
伭	xmiova
掀	xmiu
摻	xmiua
摻	xmiuao
撏	xmiuav
撏	xmiuav
掀	xmiuuu
獻	xmiv
鹹	xmivv
獻	xmivvu
鹹	xmivvu
顯	xmo
詵	xmoa
禒	xmoaa
禒	xmoaaa
讞	xmoai
讞	xmoaiv
詵	xmoauv
祆	xmoav
諴	xmoavu
諴	xmoavu
祆	xmoavv
閒	xmoi
㬎	xmoia
㬎	xmoiaa
晛	xmoii
晛	xmoiia
暹	xmoio
暹	xmoioa
鷳	xmoiu
鷳	xmoiui
閒	xmoiuu
跣	xmoiuv
跣	xmoiuv
躚	xmoiv
躚	xmoivi
顯	xmoivu
閑	xmoivv
閑	xmoivv
憲	xmoo
忺	xmoou
忺	xmooua
鶱	xmooui
鶱	xmooui
憲	xmoovv
羨	xmou
羨	xmouau
籼	xmoui
籼	xmouia
羡	xmouo
羡	xmouov
啣	xmouv
啣	xmouvi
癇	xmov
痃	xmovo
癇	xmovoi
痃	xmovov
冼	xmovu
癬	xmovua
癬	xmovua
冼	xmovuv
鮮	xmu
獫	xmua
獫	xmuaiv
玁	xmuao
玁	xmuaoo
鮮	xmuaou
獮	xmuav
獮	xmuavu
腺	xmuu
銜	xmuui
腺	xmuuia
銜	xmuuio
舷	xmuuo
舷	xmuuov
氙	xmuv
秈	xmuvi
氙	xmuvia
秈	xmuvia
筅	xmuvu
先	xmuvua
筅	xmuvuv
箴	xmuvv
箴	xmuvvu
現	xmv
酰	xmvi
賢	xmvia
賢	xmviao
酰	xmviuv
霰	xmvo
霰	xmvovi
咸	xmvu
杴	xmvua
杴	xmvuai
礆	xmvui
礆	xmvuiv
燹	xmvuo
咸	xmvuoo
燹	xmvuou
現	xmvvia
恩	xn
摁	xni
恩	xniaoa
蒽	xnii
蒽	xniiia
摁	xniuia
嗯	xno
嗯	xnoiav
唔	xnov
唔	xnovia
昂	xp
骯	xpi
盎	xpia
盎	xpiaia
骯	xpiaov
昂	xpoiua
腌	xpu
卬	xpua
卬	xpuaai
腌	xpuvuo
修	xq
繡	xqa
繡	xqaaav
滫	xqai
滫	xqaiua
溴	xqau
溴	xqauia
岫	xqi
䗛	xqia
岫	xqiaia
䗛	xqiaii
脩	xqii
脩	xqiiua
修	xqiiuv
鏽	xqio
鏽	xqioav
饈	xqioo
饈	xqioou
休	xqiv
髹	xqivi
髹	xqiviv
鵂	xqivu
鵂	xqivui
休	xqivv
羞	xqo
袖	xqoa
袖	xqoaia
咻	xqoi
咻	xqoivv
宿	xqoo
宿	xqooiv
嗅	xqou
羞	xqouai
嗅	xqouia
庥	xqov
庥	xqoviv
秀	xqu
臭	xqui
臭	xquivu
貅	xquo
貅	xquoiv
秀	xquvau
朽	xqv
琇	xqvv
朽	xqvvaa
琇	xqvvuv
珛	xqvvv
珛	xqvvvu
嗯	xr
唔	xro
嗯	xroiav
唔	xrovia
下	xs
阿	xsa
阿	xsaivo
遐	xsav
遐	xsavoa
俠	xsi
蝦	xsia
翈	xsiaa
翈	xsiaao
蝦	xsiaav
瞎	xsiao
瞎	xsiaoo
峽	xsiav
岈	xsiava
岈	xsiava
峽	xsiavi
黠	xsiavo
黠	xsiavo
錒	xsio
錒	xsioai
挾	xsiu
挾	xsiuvi
斜	xsiv
俠	xsivii
斜	xsivoo
啊	xso
啊	xsoaiv
暇	xsoi
呷	xsoia
呷	xsoiav
暇	xsoiav
吖	xsoo
吖	xsooui
愜	xsoov
愜	xsoovv
嚇	xsov
瘕	xsova
瘕	xsovav
呵	xsovo
呵	xsovoi
嚇	xsovou
嗄	xsovu
嗄	xsovui
廈	xsovv
廈	xsovvu
狹	xsu
狎	xsua
狎	xsuaia
狹	xsuavi
罅	xsuv
罅	xsuviv
夏	xsv
轄	xsva
轄	xsvaoo
匣	xsvi
柙	xsvia
匣	xsviav
柙	xsviav
下	xsvioo
醃	xsviv
醃	xsviv
霞	xsvo
霞	xsvoav
槎	xsvou
槎	xsvouv
硤	xsvu
夏	xsvuua
硤	xsvuvi
瑕	xsvv
瑕	xsvvav
選	xt
渲	xta
絢	xtaa
絢	xtaaua
陷	xtai
陷	xtaiua
漩	xtao
渲	xtaooa
泫	xtaov
泫	xtaova
漩	xtaova
嬛	xtau
嬛	xtauia
選	xtavoa
懸	xti
眩	xtia
翾	xtiaa
翾	xtiaao
懸	xtiaoa
眩	xtiaov
縣	xtiau
縣	xtiaua
萱	xtii
儇	xtiia
儇	xtiiai
萱	xtiioo
鉉	xtio
鏇	xtioo
鋗	xtioou
鋗	xtioou
鉉	xtioov
鏇	xtioov
揎	xtiu
揎	xtiuoo
䮄	xtiv
䮄	xtivov
宣	xto
諼	xtoa
禤	xtoai
禤	xtoaia
譞	xtoaia
譞	xtoaia
諠	xtoao
諠	xtoaoo
諼	xtoauo
暄	xtoi
昡	xtoio
暄	xtoioo
𣈶	xtoioo
𣈶	xtoioo
昡	xtoiov
暶	xtoiov
暶	xtoiov
晅	xtoiv
晅	xtoivo
喧	xtoo
吅	xtooo
吅	xtooo
喧	xtoooa
愃	xtoooo
愃	xtoooo
烜	xtoov
宣	xtoovo
烜	xtoovo
炫	xtou
券	xtoua
券	xtouau
煊	xtouo
煊	xtouoo
炫	xtouov
旋	xtov
玄	xtova
玄	xtovaa
痃	xtovo
咺	xtovoi
咺	xtovoi
痃	xtovov
癬	xtovu
癬	xtovua
旋	xtovuv
衒	xtu
舷	xtuu
舷	xtuuov
衒	xtuuov
璇	xtv
軒	xtva
軒	xtvavv
楦	xtvo
楦	xtvooa
壎	xtvou
壎	xtvouv
碹	xtvu
碹	xtvuoo
瑄	xtvv
玹	xtvvo
瑄	xtvvoo
琄	xtvvou
琄	xtvvou
玹	xtvvov
璇	xtvvov
尋	xw
巡	xwa
浚	xwaa
巡	xwaaoa
浚	xwaaou
紃	xwaau
紃	xwaaui
纁	xwaauv
纁	xwaauv
汛	xwaav
汛	xwaavi
潯	xwaavv
潯	xwaavv
遜	xwai
遜	xwaioa
欸	xwao
欸	xwaoua
洵	xwau
洵	xwauao
迅	xwav
鄩	xwava
鄩	xwavai
迅	xwavoa
巽	xwavv
尋	xwavvi
巽	xwavvi
薰	xwi
峋	xwia
峋	xwiaua
荀	xwii
蕁	xwiia
蕁	xwiiav
荀	xwiiua
薰	xwiiuv
蕈	xwiiv
蕈	xwiivi
馴	xwiv
馴	xwivui
訓	xwo
訊	xwoa
誒	xwoaa
誒	xwoaao
勛	xwoaau
勛	xwoaau
訊	xwoaav
詢	xwoau
詢	xwoaua
訓	xwoaui
噀	xwoav
噀	xwoava
曛	xwoi
曛	xwoiuv
恂	xwoo
窨	xwooo
窨	xwooov
恂	xwooua
燖	xwou
燖	xwouav
燻	xwouu
燻	xwouuv
循	xwu
旬	xwua
鱘	xwuaa
郇	xwuaai
郇	xwuaai
鱘	xwuaav
旬	xwuaoi
獯	xwuau
獯	xwuauv
勳	xwui
勳	xwuiau
徇	xwuu
徇	xwuuua
循	xwuuuu
熏	xwuv
熏	xwuvoo
殉	xwv
醺	xwvi
覃	xwvio
覃	xwvioi
醺	xwviuv
壎	xwvo
壎	xwvouv
栒	xwvu
栒	xwvuao
殉	xwvuua
珣	xwvv
璕	xwvva
璕	xwvvav
珣	xwvvua
想	xx
鄉	xxa
響	xxaa
饗	xxaai
饗	xxaaio
纕	xxaao
鄉	xxaaoa
纕	xxaaov
響	xxaaov
嚮	xxaau
嚮	xxaaui
緗	xxaav
緗	xxaavi
降	xxai
降	xxaiua
湘	xxav
湘	xxavia
像	xxi
蟓	xxia
蟓	xxiaua
薌	xxii
薌	xxiiaa
葙	xxiiv
葙	xxiivi
鑲	xxio
鑲	xxioov
餉	xxiou
餉	xxioui
像	xxiuai
驤	xxiv
驤	xxivov
享	xxo
詳	xxoa
祥	xxoao
祥	xxoaou
詳	xxoaou
曏	xxoi
曏	xxoiaa
曩	xxoio
曩	xxoiov
晌	xxoiu
晌	xxoiui
翔	xxou
翔	xxouao
响	xxoui
响	xxouia
鯗	xxouu
鯗	xxouua
襄	xxov
庠	xxovo
享	xxovoa
襄	xxovoo
庠	xxovou
向	xxu
象	xxua
象	xxuaia
向	xxuioo
舡	xxuu
舡	xxuuvi
香	xxuv
香	xxuvoi
箱	xxuvv
箱	xxuvvi
相	xxv
項	xxvi
巷	xxvia
巷	xxviav
相	xxviav
想	xxvioa
項	xxvivu
廂	xxvu
橡	xxvua
橡	xxvuai
廂	xxvuvi
珦	xxvv
瓖	xxvvo
瓖	xxvvov
珦	xxvvui
熊	xy
洶	xya
熊	xyaooo
洶	xyauau
芎	xyi
芎	xyiiav
兄	xyo
訩	xyoa
詗	xyoai
詗	xyoaia
訩	xyoauo
兄	xyouaa
胸	xyu
匈	xyua
夐	xyuau
夐	xyuaua
匈	xyuauo
兇	xyuo
凶	xyuoa
凶	xyuoai
兇	xyuoua
胸	xyuuau
雄	xyv
雄	xyvuio
奧	xz
澳	xza
隩	xzai
隩	xzaiui
媼	xzau
澳	xzauia
媼	xzauoi
傲	xzi
凹	xzia
凹	xziaia
拗	xziu
拗	xziuaa
傲	xzivoo
噢	xzo
襖	xzoa
襖	xzoaui
懊	xzoo
懊	xzooui
燠	xzou
噢	xzouia
燠	xzouui
嗷	xzov
鏖	xzovi
鏖	xzovio
嗷	xzovoo
廒	xzovv
廒	xzovvo
翱	xzu
嶴	xzui
翱	xzuiao
嶴	xzuiia
奧	xzuivu
岙	xzuv
岙	xzuvia
毓	xzuvv
毓	xzuvva
熬	xzv
坳	xzvo
坳	xzvoaa
驁	xzvoi
嶅	xzvoia
嶅	xzvoia
螯	xzvoia
螯	xzvoia
鏊	xzvoio
鏊	xzvoio
驁	xzvoiv
遨	xzvoo
遨	xzvooa
熬	xzvooo
敖	xzvou
鰲	xzvoua
鰲	xzvoua
敖	xzvouv
獒	xzvov
聱	xzvovi
聱	xzvovi
獒	xzvovu
奡	xzvu
奡	xzvuvu
璈	xzvv
璈	xzvvvo
因	yb
引	yba
絪	ybaa
絪	ybaaia
陰	ybai
洇	ybaia
洇	ybaiav
陰	ybaiio
隱	ybaiu
隱	ybaiuo
淫	ybau
姻	ybaui
姻	ybauia
淫	ybauoo
溵	ybauu
溵	ybauua
尹	ybav
湮	ybavi
湮	ybavia
引	ybavii
尹	ybavvu
銀	ybi
蚓	ybia
蚓	ybiaav
崟	ybiai
崟	ybiaio
蟫	ybiav
蟫	ybiavi
因	ybiavu
蔭	ybii
蔭	ybiiai
茵	ybiii
茵	ybiiia
茚	ybiiu
茚	ybiiua
飲	ybio
銀	ybioav
銦	ybioi
銦	ybioia
飲	ybioua
齦	ybiv
齦	ybivav
駰	ybivi
駰	ybivia
齗	ybivu
齗	ybivuu
音	ybo
吲	yboa
禋	yboav
吲	yboava
禋	yboavi
諲	yboavi
諲	yboavi
吟	yboi
誾	yboio
吟	yboioa
誾	yboioa
闉	yboiv
闉	yboivi
寅	yboo
窨	ybooo
愔	ybooov
愔	ybooov
窨	ybooov
喑	yboov
嚚	yboovi
嚚	yboovi
寅	yboovi
喑	yboovo
癮	ybov
癮	ybovai
音	ybovoi
印	ybu
胤	ybua
印	ybuaai
胤	ybuaao
夤	ybuao
夤	ybuaoo
狺	ybuaov
狺	ybuaov
	ybuau
	ybuaua
憖	ybuo
憖	ybuooa
殷	ybuu
殷	ybuuua
氤	ybuv
氤	ybuvia
垠	ybv
鄞	ybvi
鄞	ybviai
堙	ybvo
霪	ybvoa
霪	ybvoau
垠	ybvoav
圻	ybvou
圻	ybvouu
堙	ybvovi
珢	ybvv
珢	ybvvav
有	yd
又	yda
幼	ydaa
幼	ydaaau
油	ydai
油	ydaiav
浟	ydaii
浟	ydaiiu
游	ydao
又	ydaoo
游	ydaova
由	ydi
幽	ydia
蚴	ydiaa
蚴	ydiaaa
黝	ydiaaa
黝	ydiaaa
幽	ydiaao
蚰	ydiai
蚰	ydiaia
蝣	ydiao
蝤	ydiaou
蝤	ydiaou
蝣	ydiaov
囿	ydiav
由	ydiavi
囿	ydiavu
悠	ydii
莜	ydiii
莜	ydiiii
悠	ydiioa
攸	ydiiu
蕕	ydiiua
蕕	ydiiua
攸	ydiiuv
莠	ydiiuv
莠	ydiiuv
鈾	ydio
鈾	ydioia
銪	ydiov
銪	ydiovu
揄	ydiu
揄	ydiuiv
優	ydiv
卣	ydivi
卣	ydivia
佑	ydivu
優	ydivui
佑	ydivuo
侑	ydivuu
侑	ydivuu
遊	ydo
誘	ydoa
呦	ydoaa
呦	ydoaao
誘	ydoauv
祐	ydoav
祐	ydoavu
宥	ydoo
宥	ydoovu
猷	ydou
遒	ydouo
遒	ydouoa
羑	ydouu
羑	ydouua
酋	ydouv
酋	ydouvi
猷	ydouvu
疣	ydov
麀	ydova
麀	ydovai
遊	ydovoa
疣	ydovvu
猶	ydu
魷	ydua
鮋	yduai
鮋	yduaia
猶	yduaou
繇	yduau
繇	yduaua
魷	yduavu
牖	ydui
鼬	yduii
鼬	yduiia
牖	yduiuu
釉	yduo
釉	yduoia
郵	yduv
郵	yduvai
筱	yduvi
筱	yduvii
右	ydv
輶	ydva
輶	ydvaou
酉	ydvi
柚	ydvia
酉	ydviau
柚	ydviav
友	ydvu
尤	ydvua
尢	ydvuaa
尢	ydvuaa
友	ydvuao
尤	ydvuao
右	ydvuoo
憂	ydvuu
憂	ydvuua
有	ydvuuu
槱	ydvv
槱	ydvvia
耰	ydvvv
耰	ydvvvu
也	ye
液	yea
也	yeaiaa
液	yeaovi
業	yei
野	yeia
野	yeiaao
曳	yeiav
曳	yeiavv
鄴	yeii
鄴	yeiiai
業	yeiiou
葉	yeiiv
葉	yeiivi
饁	yeio
鋣	yeiov
鋣	yeiova
饁	yeiovo
掖	yeiu
拽	yeiui
拽	yeiuia
掖	yeiuov
揶	yeiuv
揶	yeiuvi
倻	yeiv
倻	yeivii
夜	yeo
謁	yeoa
吔	yeoai
吔	yeoaia
謁	yeoaoi
咽	yeoi
咽	yeoiav
曄	yeoii
曄	yeoiii
喝	yeoo
喝	yeooiu
叶	yeou
燁	yeoui
燁	yeouii
叶	yeouoo
冶	yeov
冶	yeovao
夜	yeoviu
噎	yeovo
噎	yeovoo
爺	yeu
射	yeui
射	yeuivi
腋	yeuo
爺	yeuovi
腋	yeuovi
頁	yev
邪	yeva
邪	yevaai
耶	yevi
耶	yeviai
靨	yevu
頁	yevuao
靨	yevuvu
椰	yevv
椰	yevvii
琊	yevvv
琊	yevvva
眼	yf
沇	yfa
縯	yfaa
縯	yfaaoo
沇	yfaaou
綖	yfaau
綖	yfaaui
渰	yfai
洇	yfaia
洇	yfaiav
阽	yfaii
阽	yfaiiv
渰	yfaivo
演	yfao
演	yfaooa
沿	yfau
沿	yfauao
涎	yfaui
涎	yfauiv
嫣	yfauv
嫣	yfauvi
嬿	yfauvi
嬿	yfauvi
妍	yfauvv
妍	yfauvv
淹	yfav
湮	yfavi
湮	yfavia
漹	yfaviv
漹	yfaviv
淹	yfavuo
灩	yfavv
灩	yfavvv
驗	yfi
巖	yfia
覎	yfiaa
覎	yfiaai
眼	yfiaav
巘	yfiai
巘	yfiaiv
蜒	yfiau
蜒	yfiaui
罨	yfiav
蝘	yfiavo
蝘	yfiavo
岩	yfiavu
岩	yfiavu
崦	yfiavu
崦	yfiavu
巖	yfiavu
罨	yfiavu
岍	yfiavv
岍	yfiavv
菸	yfii
菸	yfiiov
芫	yfiiv
芫	yfiivv
儼	yfio
錟	yfioo
錟	yfioou
儼	yfioov
鉛	yfiou
鉛	yfioua
掩	yfiu
掩	yfiuvu
虤	yfiv
虤	yfiviv
驗	yfiviv
偃	yfivo
偃	yfivoi
弇	yfivv
甗	yfivva
甗	yfivva
弇	yfivvu
砦	yfivvu
砦	yfivvu
言	yfo
諺	yfoa
言	yfoaaa
讞	yfoai
讞	yfoaiv
扊	yfoao
扊	yfoaou
諺	yfoaov
咽	yfoi
咽	yfoiav
晏	yfoio
晏	yfoioo
閼	yfoiov
閼	yfoiov
閻	yfoiu
閻	yfoiua
閹	yfoiv
閹	yfoivu
趼	yfoivv
趼	yfoivv
閆	yfoivv
閆	yfoivv
嚴	yfoo
宴	yfooo
宴	yfoooi
唁	yfoov
戭	yfoova
戭	yfoova
嚴	yfoovu
懨	yfoovu
懨	yfoovu
唁	yfoovv
煙	yfou
郯	yfoua
郯	yfouai
羨	yfouau
羨	yfouau
剡	yfoui
烟	yfouia
烟	yfouia
剡	yfouii
炎	yfouo
炎	yfouou
焱	yfouou
焱	yfouou
羡	yfouov
羡	yfouov
